customer_id,impressions,score_audit,p_discount_propensity,synthetic_assigned_offer,observed_offer
98,5,0.3316238148390963,0.4456218815081954,Discount,Buy One Get One
99,7,0.9340582994124873,0.5948515413119065,No Offer,Buy One Get One
100,5,1.0594615001878764,0.6246802290600812,No Offer,No Offer
101,3,0.5993891364173309,0.5123447748358233,No Offer,Buy One Get One
102,5,0.6215756950546516,0.5178862883415647,Buy One Get One,No Offer
103,5,0.7138468980634987,0.5408703323152658,No Offer,Buy One Get One
104,3,0.5425479073584978,0.49813698546128826,No Offer,Buy One Get One
105,1,1.4619542212998067,0.713399890361979,No Offer,Buy One Get One
106,3,0.9364806648389474,0.5954352047043069,Buy One Get One,Discount
107,1,0.6353551319628414,0.5213258371162944,Buy One Get One,No Offer
108,5,0.4478849101497802,0.47449338785173084,Discount,Buy One Get One
109,2,0.7192271180239889,0.5422061033249942,No Offer,Buy One Get One
110,6,0.47152404346220533,0.4803910732577729,Buy One Get One,Buy One Get One
111,1,3.799347743110191,0.9626496676492358,Discount,Discount
112,0,1.041254238428388,0.6204018543229262,Buy One Get One,Discount
113,3,1.0752835526935876,0.6283824053514246,Buy One Get One,Buy One Get One
114,1,0.40202179862950815,0.46307280965474784,Discount,Buy One Get One
115,3,0.6922925467725471,0.5355132366952717,No Offer,No Offer
116,1,0.6216713568559566,0.5179101731469473,No Offer,Discount
117,4,0.5853912345441492,0.5088468852325595,No Offer,Buy One Get One
118,1,0.9800431605050715,0.6058839747147451,Buy One Get One,No Offer
119,3,0.36293113233130225,0.4533686914603747,No Offer,Discount
120,2,0.23118846529617482,0.4209654132250165,No Offer,No Offer
121,4,3.611568665333827,0.9552793593200626,Buy One Get One,Buy One Get One
122,7,2.2319690282431917,0.8431650869000283,Discount,No Offer
123,2,0.34243906997276746,0.44829526099213973,Buy One Get One,Discount
124,9,0.32214623599827397,0.4432817353716558,Discount,Buy One Get One
125,1,0.14368846529617482,0.3997968748222239,Buy One Get One,Discount
126,1,0.7763263416472096,0.5563412901136422,Buy One Get One,Discount
127,3,1.2207800928154653,0.6616778130219034,Discount,No Offer
128,5,1.420861788838814,0.7049249866833622,Discount,Discount
129,3,1.0702390695070578,0.6272036670602601,Buy One Get One,Buy One Get One
130,4,1.4016056799752976,0.7009038619808604,Discount,No Offer
131,3,0.7327764919237041,0.5455673369540216,No Offer,Discount
132,3,0.4690592510600684,0.4797758529408381,No Offer,Buy One Get One
133,6,1.9844541136637732,0.8075943697327432,Discount,Discount
134,2,0.6136827186693901,0.5159153013371955,No Offer,Buy One Get One
135,5,0.7982045682707952,0.5617345347244369,Discount,No Offer
136,4,0.18951099362567625,0.4108411964438769,No Offer,No Offer
137,6,0.5724232065918883,0.5056055667766017,Buy One Get One,Discount
138,2,0.5118709534277552,0.4904688930417837,No Offer,Buy One Get One
139,3,1.0858020738570062,0.6308353339011717,Discount,No Offer
140,2,0.9136922038378836,0.5899339177391013,Buy One Get One,Discount
141,6,0.3157018833204612,0.44169196501975394,Buy One Get One,Buy One Get One
142,2,0.89583807449452,0.5856079603179491,No Offer,Buy One Get One
143,4,0.7252506137325241,0.5437008627373966,Buy One Get One,Discount
144,2,0.7993770144242804,0.5620231569677328,Buy One Get One,Discount
145,2,0.17285513196284147,0.40681570432471864,Buy One Get One,Discount
146,1,0.17285513196284147,0.40681570432471864,Buy One Get One,Buy One Get One
147,5,0.5748200081969093,0.5062046835284468,Buy One Get One,Buy One Get One
148,3,0.42755860757241615,0.46942783690687734,Buy One Get One,Buy One Get One
149,2,0.14368846529617482,0.3997968748222239,Discount,Discount
150,4,0.7927442355201384,0.5603898117460526,No Offer,Buy One Get One
151,3,0.8574365379381239,0.5762594261164228,No Offer,Discount
152,5,1.4812601379708632,0.7173308702203121,Discount,No Offer
153,2,1.3844090555557793,0.697286393522091,Buy One Get One,Buy One Get One
154,4,0.4895217986295082,0.4848850564275299,Discount,Buy One Get One
155,5,0.2506680465298333,0.42572080083104136,No Offer,Buy One Get One
156,3,0.8824273133213544,0.5823498620889412,Buy One Get One,No Offer
157,5,0.4311884652961748,0.4703320080107704,No Offer,Discount
158,1,1.0431621922670153,0.6208510805934526,No Offer,No Offer
159,7,0.8641328241837993,0.5778937147602996,No Offer,No Offer
160,5,0.6353551319628414,0.5213258371162944,Discount,No Offer
161,2,1.1877935646577682,0.654254522720595,No Offer,No Offer
162,6,0.43445412220213275,0.471145625944225,Buy One Get One,No Offer
163,3,0.31452179862950813,0.44140097598700806,Discount,Discount
164,5,1.1598349199302074,0.647903144165401,Buy One Get One,Discount
165,4,0.42966974360886045,0.4699536814713389,Buy One Get One,No Offer
166,3,3.41828261061951,0.9462560761785027,No Offer,Discount
167,5,0.4895217986295082,0.4848850564275299,No Offer,Buy One Get One
168,3,2.356100433493978,0.8588899156047648,Discount,Buy One Get One
169,3,0.763865344450918,0.553263475257082,No Offer,Buy One Get One
170,0,0.5770217986295082,0.5067550386308871,Buy One Get One,Buy One Get One
171,3,0.6748368741972663,0.5311687506049579,Buy One Get One,Buy One Get One
172,4,2.4786258896793845,0.8730972486323463,Discount,Discount
173,1,0.42052157714762983,0.46767554072679945,No Offer,No Offer
174,6,1.1238315048141705,0.6396468040074146,Discount,Discount
175,3,1.282744337463932,0.6754072094068908,Discount,Buy One Get One
176,3,0.4008609505195057,0.46278419298441453,Buy One Get One,Discount
177,2,0.7287737412533022,0.5445747808149132,No Offer,Buy One Get One
178,2,0.9142572105806683,0.5900705926398252,No Offer,Discount
179,7,0.3436884652961748,0.448604289637423,No Offer,Buy One Get One
180,3,0.9494697731570652,0.5985602607523343,No Offer,No Offer
181,2,1.8977552444115577,0.7937623958214236,No Offer,Buy One Get One
182,1,0.2603551319628415,0.428090811474941,Buy One Get One,No Offer
183,6,0.7935037294857774,0.5605769068263784,Buy One Get One,Discount
184,2,0.23118846529617482,0.4209654132250165,No Offer,No Offer
185,1,0.3728551319628415,0.455829230307447,No Offer,No Offer
186,2,3.1610605838326022,0.9315700365888847,Discount,Buy One Get One
187,2,0.31738531119757146,0.44210713927994416,Discount,Discount
188,2,1.1499486061131579,0.6456445480264127,No Offer,Buy One Get One
189,4,2.2788567428813904,0.8492661267142456,Discount,Discount
190,4,0.31327662051772,0.441093979648489,No Offer,Discount
191,3,0.5792834088338282,0.5073203291064152,Buy One Get One,Buy One Get One
192,0,1.0863894808009857,0.6309721199564565,Discount,No Offer
193,2,1.1672469533305065,0.6495921524344173,No Offer,Discount
194,6,1.5747441040800025,0.7358956627292217,Discount,Discount
195,4,0.3770217986295082,0.45686295632680596,Discount,No Offer
196,8,2.7776676941253915,0.9027067111798558,Buy One Get One,Buy One Get One
197,6,1.555718848418492,0.7321814856161457,No Offer,Discount
198,6,0.594923891995506,0.5112290845586296,Discount,No Offer
199,2,1.2934233476055275,0.6777439940633249,Buy One Get One,Buy One Get One
200,4,0.29643786967551367,0.43694693250374556,No Offer,No Offer
201,6,0.9764177862368955,0.6050179452337848,No Offer,Buy One Get One
202,8,0.4587315238574525,0.47719870654126334,Buy One Get One,No Offer
203,1,1.1566280292045956,0.6471712267812344,Discount,Buy One Get One
204,3,1.6707547923918697,0.7541286958454477,Discount,No Offer
205,6,2.0716167965027505,0.8207764387224412,Discount,Discount
206,4,0.17285513196284147,0.40681570432471864,Discount,Buy One Get One
207,0,0.6731837513027823,0.5307570547561841,No Offer,No Offer
208,1,0.31452179862950813,0.44140097598700806,Discount,Buy One Get One
209,5,1.6514725957573466,0.750535923987055,Buy One Get One,No Offer
210,3,2.0951663290103957,0.8242145027820155,Buy One Get One,No Offer
211,0,0.7225243997479113,0.5430244355012201,Buy One Get One,No Offer
212,3,1.17217864531753,0.6507138851313811,Discount,Buy One Get One
213,0,0.8278624561305685,0.5690220988658303,No Offer,Buy One Get One
214,5,0.4895217986295082,0.4848850564275299,No Offer,Discount
215,1,0.6267948963951581,0.5191892943571671,No Offer,No Offer
216,6,0.5599558821551079,0.5024889499801692,Discount,No Offer
217,4,0.5431782709199613,0.4982945743436241,Discount,Buy One Get One
218,1,1.1917926277583581,0.6551585740674183,No Offer,Discount
219,4,0.4019545980259233,0.463056101181232,Buy One Get One,Buy One Get One
220,4,1.1319629729389056,0.641518961196554,Buy One Get One,No Offer
221,4,0.26500642918428247,0.4292299632009478,Buy One Get One,Discount
222,1,1.5616835779466811,0.7333494988695142,Buy One Get One,Discount
223,5,1.1656805338645213,0.6492355171130393,No Offer,No Offer
224,1,0.7471035427786339,0.5491169731525952,Buy One Get One,Discount
225,6,0.5774687433697927,0.5068667540824823,No Offer,Buy One Get One
226,7,0.4311884652961748,0.4703320080107704,Discount,No Offer
227,4,1.3960199043902772,0.6997315606664481,Buy One Get One,Buy One Get One
228,2,0.41594037790605454,0.46653519853884523,No Offer,Buy One Get One
229,1,0.23118846529617482,0.4209654132250165,Discount,No Offer
230,2,0.4603551319628415,0.47760377936236637,Discount,Discount
231,2,1.9430939323798162,0.8010857125046438,Buy One Get One,Buy One Get One
232,3,0.804211200825093,0.5632127480780732,No Offer,No Offer
233,3,0.2732377763219418,0.4312477381490349,No Offer,Discount
234,4,0.6686636916682667,0.5296311611987841,No Offer,Buy One Get One
235,3,0.959576661967976,0.6009863659871342,No Offer,Buy One Get One
236,5,0.5872309341878169,0.5093066585422416,Buy One Get One,No Offer
237,3,0.5320051422089781,0.4955014069442137,No Offer,No Offer
238,4,0.40180122363564674,0.4630179671331057,Discount,Discount
239,5,0.42677197224439545,0.46923191803099484,Discount,Buy One Get One
240,0,0.6413101072324535,0.5228116795773913,No Offer,Buy One Get One
241,3,0.6983972088626238,0.5370313692389235,No Offer,No Offer
242,3,0.8367046640047772,0.571189189401239,Discount,Buy One Get One
243,2,1.1534451162211214,0.6464440984281348,Buy One Get One,Discount
244,3,0.7226545837434619,0.5430567403352587,No Offer,No Offer
245,3,0.6627661627436626,0.5281617045023199,No Offer,Discount
246,6,0.799533286190838,0.5620616233789761,No Offer,Buy One Get One
247,3,1.173655730222699,0.6510495300724881,Buy One Get One,No Offer
248,1,0.5648483107866993,0.5037120094973092,Buy One Get One,Buy One Get One
249,5,0.551539802053171,0.5003849504372333,Buy One Get One,Discount
250,0,0.6485163273026184,0.5246091814118266,No Offer,Discount
251,2,1.6915883891230468,0.7579711497831992,No Offer,Discount
252,4,2.5092604166344503,0.8764528902598729,Buy One Get One,No Offer
253,2,0.12451167902929386,0.39520419189214545,Buy One Get One,Discount
254,2,0.4184275705093865,0.46715426250791825,Buy One Get One,Discount
255,7,3.3717606743400546,0.9438404650628598,Buy One Get One,No Offer
256,1,2.371725631042361,0.8607730602697281,No Offer,No Offer
257,3,0.8274149817484768,0.5689123586731336,Discount,No Offer
258,4,0.9453125945050116,0.5975609414278726,Discount,No Offer
259,4,0.5561718626936614,0.5015429607755609,No Offer,No Offer
260,8,1.2503167550524945,0.6682579970992117,Discount,No Offer
261,5,1.1690460697834033,0.6500015609617018,No Offer,Buy One Get One
262,4,0.5401337129574323,0.4975334482479153,Buy One Get One,Buy One Get One
263,3,0.2793284726340619,0.4327422434787614,Discount,Discount
264,10,0.8467830916179679,0.5736559291301636,No Offer,Buy One Get One
265,4,0.4460686642986824,0.4740405291191228,Discount,Discount
266,6,0.4450042681835161,0.4737751547382799,Buy One Get One,Buy One Get One
267,3,0.9642411347738423,0.6021043860785324,Discount,Buy One Get One
268,3,0.5335947520696893,0.4958987799978594,Discount,Buy One Get One
269,0,1.1412800628015511,0.643658797610757,Discount,Discount
270,3,0.31452179862950813,0.44140097598700806,Discount,Discount
271,1,1.02708662296026,0.6170596876142687,Discount,Buy One Get One
272,6,0.45831198672351325,0.47709404137746897,Discount,Discount
273,0,0.9045761861441852,0.5877268505095803,Buy One Get One,No Offer
274,3,0.43775377735276844,0.4719678700612274,No Offer,Discount
275,3,1.4960834145779305,0.7203268393495709,Buy One Get One,Buy One Get One
276,1,0.4603551319628415,0.47760377936236637,Buy One Get One,Buy One Get One
277,6,1.2973346536862438,0.6785976564104625,Buy One Get One,Buy One Get One
278,4,1.3615230889685046,0.6924339703271143,No Offer,Discount
279,5,0.34785513196284146,0.4496351692449308,No Offer,Discount
280,4,0.8900978709278484,0.5842142967580011,Discount,Discount
281,3,0.6589318058328687,0.5272060542103361,Discount,Buy One Get One
282,4,0.39896116486015326,0.4623119113369953,Buy One Get One,Discount
283,6,1.2558413910304551,0.6694816089479025,Discount,Buy One Get One
284,2,1.1580394910471223,0.647493453878963,Buy One Get One,No Offer
285,4,0.5404151613143897,0.49760380867323756,Buy One Get One,Discount
286,5,0.6432151636948,0.5232869315565407,Discount,Buy One Get One
287,4,0.6034174509091721,0.5133511881614671,Buy One Get One,Discount
288,2,0.4061884652961748,0.46410895250760553,Buy One Get One,Buy One Get One
289,1,1.4185255971990454,0.7044388128578769,Discount,Buy One Get One
290,5,0.436161794065344,0.4715711430087316,No Offer,Buy One Get One
291,2,1.227908834073901,0.6632718111423255,Discount,Discount
292,7,0.32251623156863635,0.44337304591788207,No Offer,Discount
293,2,0.5936715992958177,0.5109161649288114,Discount,No Offer
294,6,0.8301411957330898,0.5695808396143387,No Offer,Buy One Get One
295,2,0.3170740818075554,0.4420303764274027,No Offer,Discount
296,3,0.9578344679105193,0.6005685113858005,No Offer,No Offer
297,4,2.666583639423501,0.8925046026552258,No Offer,No Offer
298,4,0.8896395943880446,0.5841029734477653,No Offer,Discount
299,4,0.9892221615907355,0.6080736718247879,No Offer,No Offer
300,6,0.5370264350007815,0.4967566542416107,No Offer,No Offer
301,3,1.3686929373672783,0.6939588165717923,Discount,Discount
302,4,0.3974577287861337,0.46193820903207616,Buy One Get One,Discount
303,2,1.218465777427324,0.6611595360258863,Buy One Get One,No Offer
304,5,1.1668176619379902,0.6494944299142882,No Offer,Discount
305,2,0.17285513196284147,0.40681570432471864,Buy One Get One,No Offer
306,3,1.307841052856612,0.6808848195840831,Buy One Get One,No Offer
307,4,0.49872978486246,0.48718525320026196,No Offer,Discount
308,3,1.1186067664267065,0.6384416316609463,Discount,Discount
309,3,0.28952179862950816,0.43524615934362465,Discount,No Offer
310,4,0.36624290947498844,0.4541895603752314,Buy One Get One,Discount
311,1,1.247308302517393,0.6675907182531066,Buy One Get One,Buy One Get One
312,4,1.8744987583043529,0.789929208938799,Discount,No Offer
313,6,0.7641989740421291,0.5533459346823785,Buy One Get One,Buy One Get One
314,5,1.2228601336757523,0.6621432948535148,Buy One Get One,Buy One Get One
315,3,0.7667702304032831,0.5539813440135685,Buy One Get One,No Offer
316,5,0.45840343131319905,0.47711685459324354,Buy One Get One,Discount
317,3,2.3637485908992772,0.8598143153622644,Buy One Get One,Buy One Get One
318,4,0.7404567980965353,0.5474707907358187,Buy One Get One,No Offer
319,6,0.7497472705463669,0.5497714417967676,No Offer,Discount
320,1,0.5034664656770615,0.4883687151796133,No Offer,Discount
321,2,0.8188197000369803,0.5668031201309407,Buy One Get One,Buy One Get One
322,2,1.9032930559739438,0.7946674811072802,Discount,No Offer
323,4,0.8556416386968462,0.5758210796604731,Buy One Get One,Buy One Get One
324,4,0.34785513196284146,0.4496351692449308,No Offer,Buy One Get One
325,1,0.9194893297999958,0.5913355767478061,No Offer,Discount
326,3,0.7699286331566928,0.5547616074825786,No Offer,No Offer
327,3,0.6400620317443845,0.5225003013450806,Buy One Get One,Buy One Get One
328,3,0.5854225931181501,0.5088547224195314,No Offer,No Offer
329,2,0.42207060381757044,0.46806119809506286,Buy One Get One,No Offer
330,4,0.3770217986295082,0.45686295632680596,No Offer,Buy One Get One
331,6,0.6231112798962034,0.5182696826830953,Discount,Discount
332,1,0.3770217986295082,0.45686295632680596,No Offer,No Offer
333,4,0.3294354662348863,0.44508132980013954,No Offer,Discount
334,3,0.2965983586536903,0.43698641709344554,Discount,Buy One Get One
335,6,1.883711751942455,0.7914539392953944,Buy One Get One,No Offer
336,0,1.037975139694041,0.6196293111282308,Discount,Discount
337,5,0.5804848401346013,0.5076206198731072,No Offer,Buy One Get One
338,1,1.8849761666351936,0.7916625598499852,Discount,Buy One Get One
339,2,0.7110432052671565,0.5401740130263412,No Offer,Buy One Get One
340,1,0.8776258053298813,0.5811815868208328,Discount,No Offer
341,3,3.8764122321132195,0.96532387416716,No Offer,Discount
342,5,0.17285513196284147,0.40681570432471864,No Offer,No Offer
343,5,1.8305522955976703,0.7825437746869918,Buy One Get One,Discount
344,7,1.6126291218658162,0.7431926532413194,No Offer,Buy One Get One
345,3,1.818694254356497,0.7805191438536686,No Offer,Discount
346,2,0.3770217986295082,0.45686295632680596,No Offer,Discount
347,1,1.1203344650643994,0.6388403476345481,Discount,Buy One Get One
348,3,0.5749907753832304,0.5062473687054841,No Offer,Discount
349,1,0.22412587104994916,0.4192448484701689,Discount,No Offer
350,8,0.42742051879543447,0.4693934439235462,No Offer,No Offer
351,2,0.16745356539253115,0.405512875110448,Discount,Buy One Get One
352,6,1.8990462765171108,0.793973662341984,Buy One Get One,Buy One Get One
353,2,0.5170050374190645,0.4917520076179982,No Offer,No Offer
354,3,0.6561966334754498,0.5265242353005324,Buy One Get One,Discount
355,7,0.34785513196284146,0.4496351692449308,Buy One Get One,Buy One Get One
356,4,1.9296989864617524,0.7989426518052447,No Offer,Discount
357,4,0.20202179862950814,0.4138727876911676,No Offer,Buy One Get One
358,3,0.762812280135271,0.5530031821435618,Buy One Get One,No Offer
359,2,2.9240944953992294,0.914830428450768,Buy One Get One,Buy One Get One
360,5,0.7524310575553028,0.5504356511603632,No Offer,Discount
361,1,0.8375756293345837,0.571402503528229,Discount,No Offer
362,2,1.2325345674739026,0.6643041516337589,Discount,Buy One Get One
363,3,1.20273806688758,0.6576272142590689,Discount,No Offer
364,0,0.4353551319628415,0.47137013404787853,No Offer,Buy One Get One
365,1,0.9939588424053368,0.6092019383014281,Buy One Get One,Discount
366,4,0.7901584837392206,0.5597527047236853,No Offer,Buy One Get One
367,2,1.076165059629382,0.6285882297445602,No Offer,Buy One Get One
368,5,2.580639256731774,0.8839766574278642,Discount,No Offer
369,7,0.5699773873728582,0.5049941807478534,No Offer,No Offer
370,4,0.3236873578867833,0.4436620912854738,No Offer,No Offer
371,6,0.523465729301547,0.4933668215046152,Buy One Get One,Discount
372,2,1.2412745286007132,0.6662503919855546,Buy One Get One,No Offer
373,1,1.1723596907119957,0.6507550329697964,Buy One Get One,No Offer
374,5,1.1721533477400543,0.6507081353413453,Discount,Buy One Get One
375,5,0.6699191479881993,0.529943911305365,Discount,Discount
376,2,1.3085283388135158,0.6810341349768515,No Offer,Buy One Get One
377,5,1.1528505946892422,0.64630820625167,Buy One Get One,No Offer
378,7,0.6017606404448761,0.5129372718175527,Buy One Get One,Buy One Get One
379,6,0.41715814841149734,0.46683828970686914,No Offer,Discount
380,1,0.8511587352350132,0.574725754807342,Buy One Get One,Discount
381,1,0.8290364798249964,0.5693099883199209,No Offer,Discount
382,1,0.5041811592403106,0.48854729335871416,No Offer,Discount
383,3,0.8684510214558365,0.5789467078937163,Buy One Get One,No Offer
384,2,0.7981568704921245,0.5617227920287156,Buy One Get One,Buy One Get One
385,3,4.567080117189003,0.9823130005004153,No Offer,No Offer
386,4,1.8953463208134862,0.7933677671556792,No Offer,Buy One Get One
387,2,0.6060643422971497,0.5140124154356327,No Offer,Buy One Get One
388,6,0.4559162387098672,0.47649639446503744,Discount,Discount
389,6,1.286023436198279,0.6761256799081646,No Offer,No Offer
390,6,0.4895278596260334,0.4848865702920954,No Offer,Discount
391,5,1.9856579183912595,0.8077813545174798,Discount,Discount
392,1,1.9514270023153055,0.802410234632003,Buy One Get One,No Offer
393,9,0.31452179862950813,0.44140097598700806,No Offer,Discount
394,2,4.757587252734886,0.985336000917741,Discount,Buy One Get One
395,1,0.4858592624964101,0.48397031080479797,Buy One Get One,No Offer
396,6,0.40015047416787586,0.46260756259553437,No Offer,No Offer
397,7,0.2833415015126083,0.43372761197340987,Buy One Get One,Discount
398,2,0.7338743566417407,0.5458395099035038,Buy One Get One,No Offer
399,2,2.181832519853272,0.8364205210005554,Buy One Get One,No Offer
400,6,0.8362287284249653,0.5710726135529778,Buy One Get One,Buy One Get One
401,3,1.9631693549806923,0.8042653528945979,No Offer,Buy One Get One
402,3,0.619387080206478,0.5173398136354047,No Offer,No Offer
403,3,0.8002345379256981,0.562234227820925,Discount,Buy One Get One
404,5,3.091172004224873,0.9269781988059834,No Offer,No Offer
405,3,0.7429189565202352,0.5480807103309989,No Offer,Buy One Get One
406,3,2.0502200368136947,0.8176072916105205,Discount,Discount
407,5,0.469795024989174,0.4799594982041437,No Offer,No Offer
408,4,0.7115038552336735,0.5402884299319071,Discount,Buy One Get One
409,4,2.4270765996115995,0.8672749776568359,No Offer,Buy One Get One
410,0,0.23118846529617482,0.4209654132250165,No Offer,Buy One Get One
411,5,0.9277122425144166,0.5933212053623026,No Offer,Buy One Get One
412,3,0.2662241996897253,0.42952833242489585,Discount,No Offer
413,2,1.6684027911892387,0.7536923304420284,No Offer,Discount
414,3,1.0348921057234914,0.6189024069433566,Discount,No Offer
415,3,0.5166411028452274,0.49166104900681884,Buy One Get One,Buy One Get One
416,2,0.6978279849082201,0.5368898408603539,Discount,Buy One Get One
417,2,0.4665596730658423,0.47915201267106133,No Offer,Discount
418,0,1.8917662708972678,0.7927802539875228,Discount,Buy One Get One
